,Reference,ManagingOrganizationReference,ManagingOrganizationDisplay
140,24c83d22-4c8e-475b-ea61-b9d59af47070,Organization?identifier=https://github.com/synthetichealth/synthea|a7500efb-720b-3e44-990a-0c3edc5a3990,"VA Boston Healthcare System, West Roxbury Campus"
141,7067bd29-cc9b-857a-1793-57f2e09cb3ae,Organization?identifier=https://github.com/synthetichealth/synthea|a7500efb-720b-3e44-990a-0c3edc5a3990,"VA Boston Healthcare System, West Roxbury Campus"
142,0ebc643e-505d-4a7a-cce1-ac14521ee0e3,Organization?identifier=https://github.com/synthetichealth/synthea|a7500efb-720b-3e44-990a-0c3edc5a3990,"VA Boston Healthcare System, West Roxbury Campus"
143,c95c873b-bba8-5772-2074-96350154be96,Organization?identifier=https://github.com/synthetichealth/synthea|db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL
144,5305b9d1-854b-cb04-6f49-849879c90805,Organization?identifier=https://github.com/synthetichealth/synthea|a7500efb-720b-3e44-990a-0c3edc5a3990,"VA Boston Healthcare System, West Roxbury Campus"
145,fbba3f1c-0d67-c610-146d-9f73e0c2c76f,Organization?identifier=https://github.com/synthetichealth/synthea|e6b2bab4-1440-3cc9-8e7f-95f934a528cb,"WORCESTER DERMATOLOGY ASSOCIATES, P.C."
146,7ee1fd9a-d5c2-400e-14b3-c766fd0b1f0c,Organization?identifier=https://github.com/synthetichealth/synthea|1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL
147,b71bda4d-fff2-dc54-6c87-8607c19c84f8,Organization?identifier=https://github.com/synthetichealth/synthea|f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC
148,d1803ea6-faa8-beaa-9f8c-47614a23efad,Organization?identifier=https://github.com/synthetichealth/synthea|6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC
149,86da3530-a540-b8da-be10-7d26b4567037,Organization?identifier=https://github.com/synthetichealth/synthea|1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL
150,e47f0b5b-a75b-39f3-bc85-0db30a094660,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
151,45a2272d-f344-56d9-73dd-2b76e3c96984,Organization?identifier=https://github.com/synthetichealth/synthea|17c812a7-a347-3489-9d17-351072a2a1e5,HARRINGTON PHYSICIAN SERVICES INC
152,2cb76113-242e-d44c-f4d1-d3e4fdaff357,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
153,3b07cb44-2b8c-5666-ccf5-e811d0ca0384,Organization?identifier=https://github.com/synthetichealth/synthea|851964ad-fff8-3ab6-aba0-4f85090f0041,PCP260628
154,3949ca92-7b5b-3fcb-ce23-7fdc85c53f2a,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
155,060af9ab-ff7d-2c22-325c-d4b8a47ee336,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
156,9d09c4b4-4275-bdd0-e1b3-c168a65a4378,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
157,dc4d2865-c73e-9d6f-b2e7-c30f0cf09403,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
158,255d36e5-75a1-a3b7-cdb5-e642064329fc,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
159,aa64dcbb-e5c6-af3b-3953-cb7390f80ff0,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
160,d8123360-4a96-abaf-7332-ab401c035366,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
161,9346ca68-1416-1502-b83b-1eee73b40c8c,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
162,5c74fea6-1b5a-9b55-7eff-5e1d3e8f054a,Organization?identifier=https://github.com/synthetichealth/synthea|f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,LAWRENCE GENERAL HOSPITAL
163,880788e6-d76e-ee79-c192-82806fa10cdb,Organization?identifier=https://github.com/synthetichealth/synthea|bbfbed2d-7be4-36d7-be7a-a4d488c5a9c7,VK NEW ENGLAND MANAGEMENT LLC
164,29f75f70-e1c1-6ecd-b893-0fd83a2294f0,Organization?identifier=https://github.com/synthetichealth/synthea|69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL
165,45638a2c-63ce-bbea-30d6-a080df244cb1,Organization?identifier=https://github.com/synthetichealth/synthea|01c02123-5d0f-3ef4-ae1c-cc91518f729a,PCP38777
166,be1f8a0d-c701-d8f3-7de8-39762067869f,Organization?identifier=https://github.com/synthetichealth/synthea|69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL
167,d13ea652-1c31-2b4d-a4c1-82d4d89daac1,Organization?identifier=https://github.com/synthetichealth/synthea|d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM
168,5cf875e0-5f89-ec71-d1db-c5f2910f5cf6,Organization?identifier=https://github.com/synthetichealth/synthea|d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM
169,96054da2-916c-0aac-02f9-04ca110bf0a7,Organization?identifier=https://github.com/synthetichealth/synthea|d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM
170,65ce2929-448e-52f2-2036-1a0acd24ed86,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
171,80d85627-2665-0830-d0f6-c55f86624d8c,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
172,0c0b824a-4aa4-2970-3e7a-416e829ca44a,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
173,fad9a9ac-ec06-e9ef-7def-eb76dfb32c97,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
174,8399b512-39d3-3885-e868-e98c9813dd2a,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
175,1bdec12b-b87b-8907-0ba7-7c07d3302881,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
176,9b539dc8-73b7-731d-01df-724faafcc69a,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
177,4079173a-cff3-d096-cb14-ae615f03e352,Organization?identifier=https://github.com/synthetichealth/synthea|f99e1ab6-356b-3d7b-ac1e-43282af0f318,GREATER LOWELL FAMILY PRACTICE PC
178,7d049a03-8727-1528-5f43-c35467750534,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
179,2834c172-65fb-3d2e-c057-d13380426d01,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
180,f86708e2-4e22-a3de-6fcf-510f5f3ce7bb,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
181,bd6d8809-8427-c935-3319-af7c59c14ce5,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
182,cb516a9b-c671-c8c7-faec-66b08c1ad473,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
183,011f7fd5-8e82-62b4-45c9-2a7e913903bf,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
184,f0eab4fd-2d2c-37cf-414b-78451d78a4c6,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
185,17a238c4-c215-526f-2fe2-a8c82cb69d75,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
186,e3eedf2f-58a4-65bf-c5d8-e60398a6b9e3,Organization?identifier=https://github.com/synthetichealth/synthea|80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL
187,3cc177c8-3b97-8da0-84d5-ab6478c6ad5d,Organization?identifier=https://github.com/synthetichealth/synthea|7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
188,41a8b742-b583-f9d5-69ae-684d76ccb9fb,Organization?identifier=https://github.com/synthetichealth/synthea|7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
189,31ac71d7-f7b7-4d13-9250-cd2ccb612c6a,Organization?identifier=https://github.com/synthetichealth/synthea|8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL
190,aad62e7b-51ac-2701-4de4-8a81f0b692d9,Organization?identifier=https://github.com/synthetichealth/synthea|5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center
191,0d3d6b11-e012-e180-78dd-fcb255271177,Organization?identifier=https://github.com/synthetichealth/synthea|5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center
192,0dba3f8b-3f5a-4ef0-1e83-46e0d9d6d4ce,Organization?identifier=https://github.com/synthetichealth/synthea|5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center
193,90ade38b-a0f6-8c7c-c37e-104b8c0424f6,Organization?identifier=https://github.com/synthetichealth/synthea|b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL
194,24da2470-eaac-a252-cd46-967390258bdc,Organization?identifier=https://github.com/synthetichealth/synthea|5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center
195,453e0188-2dfa-ea75-3acd-7cb037441035,Organization?identifier=https://github.com/synthetichealth/synthea|ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER
196,2b4f3e0c-c5d4-f98c-7780-f00f44d89323,Organization?identifier=https://github.com/synthetichealth/synthea|98c716c1-1951-39a3-8c5e-fd57ac194208,PCP8861
197,32fdcfae-4b58-7b65-0a4a-0d998eeed7ea,Organization?identifier=https://github.com/synthetichealth/synthea|5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL
198,04c59e8c-e618-6c78-67ca-673815d08637,Organization?identifier=https://github.com/synthetichealth/synthea|5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL
199,b687eca8-2fcc-6f36-df8b-9d55bdc253fc,Organization?identifier=https://github.com/synthetichealth/synthea|5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL
200,9f0cc1f3-6650-439e-aba0-ac731e98c3e6,Organization?identifier=https://github.com/synthetichealth/synthea|5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL
201,c650c81f-cc2f-4457-f1e5-9eaf6bc85513,Organization?identifier=https://github.com/synthetichealth/synthea|7ce8087e-978d-3fb3-bfee-545f335ad719,NESC BIDPO LLC
202,c7b3369d-a514-0ccd-1d51-1d8e46d3ec8d,Organization?identifier=https://github.com/synthetichealth/synthea|7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
203,4421e570-a2cf-623b-0033-5f66570a2ed4,Organization?identifier=https://github.com/synthetichealth/synthea|7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
204,83fdb7d5-508d-f35f-87a3-6ac16e743b63,Organization?identifier=https://github.com/synthetichealth/synthea|7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
205,b71ad88c-4884-01da-ed1d-cc17019006df,Organization?identifier=https://github.com/synthetichealth/synthea|ff9a3795-40b1-35f9-b4dd-a85566d39072,PCP20300
206,e6b03988-38bd-ffd7-bc11-975858a0e3b3,Organization?identifier=https://github.com/synthetichealth/synthea|80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL
207,feecabfd-f8d8-68c6-2b99-7735edfeff56,Organization?identifier=https://github.com/synthetichealth/synthea|80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL
208,1cd450e8-c478-1ded-da50-e7684991e0f0,Organization?identifier=https://github.com/synthetichealth/synthea|80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL
209,7e72124e-58be-3ffd-d44f-29d7aa269923,Organization?identifier=https://github.com/synthetichealth/synthea|d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL
210,8032f6a3-fec1-7c08-0c81-d8c5958c1f01,Organization?identifier=https://github.com/synthetichealth/synthea|d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL
211,ec3d7ed2-31c8-16d3-36ee-27f9f94cf754,Organization?identifier=https://github.com/synthetichealth/synthea|7a334d76-d46e-304f-9609-50b321f31b65,PCP100060
212,1b4e0159-3df9-01b7-18dd-c99896dc61c2,Organization?identifier=https://github.com/synthetichealth/synthea|9055e211-0e95-304d-ba46-875598879a84,AT CARE PLLC
213,6a5cb322-859c-0107-6933-80100ce22fc7,Organization?identifier=https://github.com/synthetichealth/synthea|b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL
214,abc09006-245a-ef3d-fc38-8497f219c496,Organization?identifier=https://github.com/synthetichealth/synthea|b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL
215,1edcc325-fb26-1d75-4bff-525957bfac20,Organization?identifier=https://github.com/synthetichealth/synthea|b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL
216,4a630a1e-59d6-d2a6-858d-5179a469ba1a,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
217,3f0ae218-f179-789e-4942-67e5017c5ca7,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
218,31a00fc5-f3ab-ae01-a7f5-444dbbab7143,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
219,4a768f6e-2397-c985-be53-80f10312d3d6,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
220,b8e3314e-310c-6cd0-636a-e63e4d572f87,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
221,a2ab0451-a152-5991-b4c9-8fc4a89399e5,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
222,1f1ad126-d610-6333-a4a3-533c3d8ed73d,Organization?identifier=https://github.com/synthetichealth/synthea|ef58ea08-d883-3957-8300-150554edc8fb,"HEALTHALLIANCE HOSPITALS, INC"
223,061bac8c-eece-5229-73c2-27877434afd7,Organization?identifier=https://github.com/synthetichealth/synthea|465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER
224,cbe9f122-296f-e9d2-5d2b-531cfd4a1ba9,Organization?identifier=https://github.com/synthetichealth/synthea|465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER
225,ff897133-f8a5-d82a-7f55-1f437621c76d,Organization?identifier=https://github.com/synthetichealth/synthea|d8a0c506-011c-3ff1-b5b9-0ccfdf2846cb,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION
226,533956d7-03a7-8b23-622b-c4418b2e0b0a,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
227,6c60e0cf-ab5c-4dfd-c5c4-0e75fdc0cb49,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
228,93d0a05a-c9c3-2e40-6c39-a0d150a6fb15,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
229,97702cad-d745-4277-5c9c-086c065a00d9,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
230,80299412-e931-d207-0c73-f15a59a0d876,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
231,f736eb77-6f53-3560-51b4-c8dbb1fd9a7a,Organization?identifier=https://github.com/synthetichealth/synthea|21ed1061-d809-3fa9-a1bd-bd0b1a108a41,BAY STATE EXCELLENT VISION
232,8a5dc687-b58f-4843-1875-85feafe04d64,Organization?identifier=https://github.com/synthetichealth/synthea|21ed1061-d809-3fa9-a1bd-bd0b1a108a41,BAY STATE EXCELLENT VISION
233,ad8bc31f-e876-8c30-bd4c-b9bfc06c698e,Organization?identifier=https://github.com/synthetichealth/synthea|d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM
234,5dc3a5c1-116e-7942-f100-fc8d290209cf,Organization?identifier=https://github.com/synthetichealth/synthea|d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM
235,d12fe6c8-d7e3-3bab-fa46-4e2f9750e31c,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
236,cbac6473-ddeb-0044-f457-fadde1c9f045,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
237,a3f36387-c679-d39d-91cc-cb4daf55b96a,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
238,ee0ea500-c865-af15-41d0-599e77b37f76,Organization?identifier=https://github.com/synthetichealth/synthea|a0ece72d-53da-33d5-bdc8-07e94801d12e,PCP30989
239,c869b6e1-094d-1217-5ea6-ef03922b1d51,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
240,9379f4c4-7f08-2fa3-b881-20565d78c005,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
241,8ce1c9e9-ab95-f99a-a2ae-406092f96aaa,Organization?identifier=https://github.com/synthetichealth/synthea|3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL
242,ec34d7a0-3706-9b64-b378-07e73aead336,Organization?identifier=https://github.com/synthetichealth/synthea|1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL
243,7e7a8d88-cc81-4737-f6d0-4c1896362507,Organization?identifier=https://github.com/synthetichealth/synthea|6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364
244,813b1e87-f523-a704-9119-43eee9fe85b7,Organization?identifier=https://github.com/synthetichealth/synthea|03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -
245,1abed944-3ffb-599f-0d92-9eef38e1b447,Organization?identifier=https://github.com/synthetichealth/synthea|1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL
246,27903b6a-1865-e1ae-742c-b20cb50060e4,Organization?identifier=https://github.com/synthetichealth/synthea|465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER
247,6b036da2-75a1-ab10-f5de-e4fcce4c37e7,Organization?identifier=https://github.com/synthetichealth/synthea|ad959a45-ed37-3416-9178-dcb88d9fc53a,PCP229490
248,f6419e39-f21a-86df-17fd-145fdf27a8fb,Organization?identifier=https://github.com/synthetichealth/synthea|465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER
249,e7a68792-4670-e277-3d68-ad7bb6ac3ac9,Organization?identifier=https://github.com/synthetichealth/synthea|465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER
250,afa634a4-54c8-39f6-24a4-97133e40ea77,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
251,1caeebca-4a81-7a8e-54e9-e0810c08def1,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
252,207009f1-6efe-e7f1-c9b0-62fa12788175,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
253,b76e537c-f0de-6eb6-a3f0-fb24aaa7f0a5,Organization?identifier=https://github.com/synthetichealth/synthea|37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION
254,cf2d70bb-d341-5398-19b8-f24d9f8c09c7,Organization?identifier=https://github.com/synthetichealth/synthea|f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL
255,4db205b8-3a8c-2497-98d7-3659d6d06cc0,Organization?identifier=https://github.com/synthetichealth/synthea|f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL
256,b592a2bf-4c20-27f3-005c-39dd0fe9ea3a,Organization?identifier=https://github.com/synthetichealth/synthea|f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL
257,4074b41a-dae6-1de5-e82c-a77890f77f3d,Organization?identifier=https://github.com/synthetichealth/synthea|f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL
258,a3d2f705-bf9d-3cd8-e6f1-4b0b7dd83702,Organization?identifier=https://github.com/synthetichealth/synthea|db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL
259,5af1a020-6461-6b1f-7d72-af968c220676,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
260,532d464c-cd71-d57c-c681-5fe356e29de1,Organization?identifier=https://github.com/synthetichealth/synthea|3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center
261,94d9fe3d-9472-f974-2e23-baea26eaa14f,Organization?identifier=https://github.com/synthetichealth/synthea|3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center
262,69581da2-a9a8-080a-afca-faebeb0c4a04,Organization?identifier=https://github.com/synthetichealth/synthea|3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center
263,d1a163f3-2b44-8ef6-d961-886b336a7774,Organization?identifier=https://github.com/synthetichealth/synthea|3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL
264,e84dfb00-9155-b9c0-93ec-f77452dc66c4,Organization?identifier=https://github.com/synthetichealth/synthea|6f122869-a856-3d65-8db9-099bf4f5bbb8,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON"
265,6a6327d8-a76e-3427-34d1-7cd079bd9c50,Organization?identifier=https://github.com/synthetichealth/synthea|af3c8657-15b8-3fee-b656-2ea1f1cb61ef,PCP28562
266,479c3cde-0a5b-48be-a396-e98dfb8e9d0b,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
267,8dea3adc-884e-8c56-2f67-c768a00c6e7c,Organization?identifier=https://github.com/synthetichealth/synthea|1be0f903-835f-3472-8ddb-ec66b56cd4aa,PCP126177
268,da31f736-8532-2d3e-83e5-ed0e82df9d2c,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
269,3e651a3f-e216-203b-9187-03973a26e8cc,Organization?identifier=https://github.com/synthetichealth/synthea|24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER
270,f44e2999-9266-6f1d-3fbb-3fb83508ed5a,Organization?identifier=https://github.com/synthetichealth/synthea|fafc870c-ada6-3652-9533-a5acdbd24682,"EYE EXAMS, LLC"
271,a85b618a-b99a-728f-829e-4ed676cd522a,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
272,ed3490a0-78e4-1349-2c65-be7369757285,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
273,07ecc400-ee1a-56d2-23a5-90611ef74cde,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
274,df69fae2-547f-873f-c04c-aec3ac294e8e,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
275,44476971-4fd6-44af-765e-8ef047c5d4f3,Organization?identifier=https://github.com/synthetichealth/synthea|4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -
276,f241e255-6b83-4e0c-ca2a-54adaed5ef43,Organization?identifier=https://github.com/synthetichealth/synthea|515117f0-f62e-36da-90e9-a004b40b2260,Cape Cod Vet Center
277,445d6051-5059-6bee-3ae0-5ac285109052,Organization?identifier=https://github.com/synthetichealth/synthea|515117f0-f62e-36da-90e9-a004b40b2260,Cape Cod Vet Center
